Unnamed: 0,elec,community,ID,Posting ID,community_elec,Title,Body,Text,Dates,Year,Month,Day,Time,Hits cnt,Rec cnt,ner,person,pred_Kc_kmhas,softmax_Kc_kmhas,pred_Ko_kodoli,softmax_Ko_kodoli,pred_Ro_kodoli,softmax_Ro_kodoli,max_sft,max_sft_label,avg_sft,avg_sft_label,ensemble_score
703660,20,FM,20FM411238,4276361135,FM20,혼전동거도 못하냐 시발ㅋㅋ,잘한다 잘한다 이재명의 압도적 패배 가즈아,혼전동거도 못하냐 시발ㅋㅋ 잘한다 잘한다 이재명의 압도적 패배 가즈아,2022-01-23,2022,1,23,22:46:00,596,6,"[('혼전', 'O'), ('동거', 'O'), ('도', 'O'), ('못하', 'O'), ('냐', 'O'), ('시발', 'O'), ('ㅋㅋ', 'O'), ('잘', 'O'), ('한다', 'O'), ('잘', 'O'), ('한다', 'O'), ('이재명', 'B-PER'), ('의', 'O'), ('압도', 'O'), ('적', 'O'), ('패배', 'O'), ('가즈', 'O'), ('아', 'O')]",['이재명'],1,0.9203,0,0.3183,1,0.5476,0.9203,1,0.5954,1,2
531348,20,FM,20FM238926,4363544003,FM20,기축통화국 하니까 이 짤이 생각남,"동작 그만 , ,","기축통화국 하니까 이 짤이 생각남 동작 그만 , ,",2022-02-21,2022,2,21,22:07:00,149,1,"[('기축', 'B-POH'), ('통화', 'I-POH'), ('국', 'I-POH'), ('하', 'O'), ('니까', 'O'), ('이', 'O'), ('짤', 'O'), ('이', 'O'), ('생각', 'O'), ('남', 'O'), ('동작', 'O'), ('그만', 'O'), (',', 'O'), (',', 'O')]",[],0,0.1866,0,0.0194999999999999,0,0.0151,0.1866,0,0.0737,0,0
694391,20,FM,20FM401969,4282027738,FM20,응 일일 확진자 1만명 찍어봐 ㅋㅋ,민노총 조끼 입으면 그만이야 ㅋㅋ,응 일일 확진자 1만명 찍어봐 ㅋㅋ 민노총 조끼 입으면 그만이야 ㅋㅋ,2022-01-25,2022,1,25,21:05:00,224,9,"[('응', 'O'), ('일', 'O'), ('일', 'O'), ('확진', 'O'), ('자', 'O'), ('1', 'B-NOH'), ('만', 'I-NOH'), ('명', 'I-NOH'), ('찍', 'O'), ('어', 'O'), ('봐', 'O'), ('ㅋㅋ', 'O'), ('민노총', 'B-ORG'), ('조끼', 'O'), ('입', 'O'), ('으면', 'O'), ('그만', 'O'), ('이야', 'O'), ('ㅋㅋ', 'O')]",[],0,0.1659,0,0.035,0,0.0193999999999999,0.1659,0,0.0734,0,0
646807,20,FM,20FM354385,4309823911,FM20,캬 시벌 이게 윤석열이여 이준석이여,혀 드리볼 오져버리네,캬 시벌 이게 윤석열이여 이준석이여 혀 드리볼 오져버리네,2022-02-03,2022,2,3,21:36:00,99,1,"[('캬', 'O'), ('시벌', 'O'), ('이게', 'O'), ('윤석열', 'B-PER'), ('이', 'O'), ('여', 'O'), ('이준석', 'B-PER'), ('이', 'O'), ('여', 'O'), ('혀', 'O'), ('드리', 'O'), ('볼', 'O'), ('오져', 'O'), ('버리', 'O'), ('네', 'O')]","['윤석열', '이준석']",1,0.8457,1,0.7723,1,0.8892,0.8892,1,0.8357,1,3
837793,20,FM,20FM582586,4217145949,FM20,자꾸 간찰스 미는새끼들 있는데,아무리 우리라 반항문으로 대동단결하지만 간은 갤주 이준석의 주적이다,자꾸 간찰스 미는새끼들 있는데 아무리 우리라 반항문으로 대동단결하지만 간은 갤주 이준석의 주적이다,2022-01-02,2022,1,2,16:52:00,72,0,"[('자꾸', 'O'), ('간', 'O'), ('찰스', 'B-PER'), ('미', 'I-PER'), ('는', 'O'), ('새끼', 'O'), ('들', 'O'), ('있', 'O'), ('는데', 'O'), ('아무리', 'O'), ('우리', 'O'), ('라', 'O'), ('반', 'O'), ('항문', 'O'), ('으로', 'O'), ('대동단결', 'O'), ('하', 'O'), ('지만', 'O'), ('간', 'O'), ('은', 'O'), ('갤', 'B-PER'), ('주', 'I-PER'), ('이준석', 'B-PER'), ('의', 'O'), ('주', 'O'), ('적', 'O'), ('이', 'O'), ('다', 'O')]","['찰스미', '갤주', '이준석']",1,0.8461,1,0.9856,1,0.9443,0.9856,1,0.9253,1,3
471394,20,FM,20FM178972,4388166540,FM20,안철수가 갖고 있는 정권교체 층을 다 뺐어와야 한다,안철수는 3 내로 떡실신 시키고 정권교체 층을 우리가 모조리 흡수한다,안철수가 갖고 있는 정권교체 층을 다 뺐어와야 한다 안철수는 3 내로 떡실신 시키고 정권교체 층을 우리가 모조리 흡수한다,2022-03-01,2022,3,1,21:14:00,120,1,"[('안철수', 'B-PER'), ('가', 'O'), ('갖', 'O'), ('고', 'O'), ('있', 'O'), ('는', 'O'), ('정권', 'O'), ('교체', 'O'), ('층', 'O'), ('을', 'O'), ('다', 'O'), ('뺐', 'O'), ('어', 'O'), ('와야', 'O'), ('한다', 'O'), ('안철수', 'B-PER'), ('는', 'O'), ('3', 'B-NOH'), ('내로', 'I-NOH'), ('떡실신', 'O'), ('시키', 'O'), ('고', 'O'), ('정권', 'O'), ('교체', 'O'), ('층', 'O'), ('을', 'O'), ('우리', 'O'), ('가', 'O'), ('모조리', 'O'), ('흡수', 'O'), ('한다', 'O')]","['안철수', '안철수']",0,0.131199999999999,0,0.3801,0,0.109999999999999,0.3801,0,0.2071,0,0
832008,20,FM,20FM576801,4219375114,FM20,윤석열의 최대 단점,"오판을 했으면 자신을 오판하게 만든 사람들 추궁해고, 책임 물어야 하는데 오판 끝에 지지율 폭락이 와도 상황 판단이 안됨 이 상황판단 인식 능력이 결국 이재명과의 차이로 드러나서 이번 대선을 판가름짓게 만들 것 같다","윤석열의 최대 단점 오판을 했으면 자신을 오판하게 만든 사람들 추궁해고, 책임 물어야 하는데 오판 끝에 지지율 폭락이 와도 상황 판단이 안됨 이 상황판단 인식 능력이 결국 이재명과의 차이로 드러나서 이번 대선을 판가름짓게 만들 것 같다",2022-01-03,2022,1,3,12:48:00,87,1,"[('윤석열', 'B-PER'), ('의', 'O'), ('최대', 'O'), ('단점', 'O'), ('오판', 'O'), ('을', 'O'), ('했', 'O'), ('으면', 'O'), ('자신', 'O'), ('을', 'O'), ('오판', 'O'), ('하', 'O'), ('게', 'O'), ('만든', 'O'), ('사람', 'O'), ('들', 'O'), ('추궁', 'O'), ('해고', 'O'), (',', 'O'), ('책임', 'O'), ('물어야', 'O'), ('하', 'O'), ('는데', 'O'), ('오판', 'O'), ('끝', 'O'), ('에', 'O'), ('지지율', 'O'), ('폭락', 'O'), ('이', 'O'), ('와도', 'O'), ('상황', 'O'), ('판단', 'O'), ('이', 'O'), ('안', 'O'), ('됨', 'O'), ('이', 'O'), ('상황판', 'O'), ('단', 'O'), ('인식', 'O'), ('능력', 'O'), ('이', 'O'), ('결국', 'O'), ('이재명', 'B-PER'), ('과', 'O'), ('의', 'O'), ('차이', 'O'), ('로', 'O'), ('드러나', 'O'), ('서', 'O'), ('이번', 'O'), ('대선', 'O'), ('을', 'O'), ('판가름', 'O'), ('짓', 'O'), ('게', 'O'), ('만들', 'O'), ('것', 'O'), ('같', 'O'), ('다', 'O')]","['윤석열', '이재명']",0,0.1846,0,0.0215999999999999,0,0.0044999999999999,0.1846,0,0.0702,0,0
797649,20,FM,20FM542442,4228408193,FM20,이준석 연합뉴스 출연 6분전,병신 구태새끼들 닭쫓던 개새끼마냥 아무것도 못하고 집가게 생겼네 하루 왠종일 의미도 없는 개 븅신 뻘짓하다가 ㅋㅋ,이준석 연합뉴스 출연 6분전 병신 구태새끼들 닭쫓던 개새끼마냥 아무것도 못하고 집가게 생겼네 하루 왠종일 의미도 없는 개 븅신 뻘짓하다가 ㅋㅋ,2022-01-06,2022,1,6,15:54:00,696,0,"[('이준석', 'B-PER'), ('연합뉴스', 'B-ORG'), ('출연', 'O'), ('6', 'B-NOH'), ('분', 'I-NOH'), ('전', 'O'), ('병신', 'O'), ('구태', 'O'), ('새끼', 'O'), ('들', 'O'), ('닭', 'O'), ('쫓', 'O'), ('던', 'O'), ('개새끼', 'O'), ('마냥', 'O'), ('아무것', 'O'), ('도', 'O'), ('못하', 'O'), ('고', 'O'), ('집', 'O'), ('가게', 'O'), ('생겼', 'O'), ('네', 'O'), ('하루', 'O'), ('왠', 'O'), ('종일', 'O'), ('의미', 'O'), ('도', 'O'), ('없', 'O'), ('는', 'O'), ('개', 'O'), ('븅신', 'O'), ('뻘', 'O'), ('짓', 'O'), ('하', 'O'), ('다가', 'O'), ('ㅋㅋ', 'O')]",['이준석'],1,0.9861,1,0.9836,1,0.9927,0.9927,1,0.9875,1,3
801019,20,FM,20FM545812,4227804092,FM20,야ㅋㅋㅋ이번대선 시대정신 나왔다,국힘소멸,야ㅋㅋㅋ이번대선 시대정신 나왔다 국힘소멸,2022-01-06,2022,1,6,12:21:00,221,5,"[('야', 'O'), ('ㅋㅋㅋ', 'O'), ('이번', 'O'), ('대선', 'O'), ('시대', 'O'), ('정신', 'O'), ('나왔', 'O'), ('다', 'O'), ('국', 'O'), ('힘', 'O'), ('소멸', 'O')]",[],0,0.229099999999999,0,0.477199999999999,0,0.0920999999999999,0.477199999999999,0,0.2661,0,0
860227,20,FM,20FM605020,4206063037,FM20,안철수 올라가는순간 보수에 재앙이야 ㅅㅂ,단일화 분위기 만드느라 후보교체 여론 사라질걸 모르냐,안철수 올라가는순간 보수에 재앙이야 ㅅㅂ 단일화 분위기 만드느라 후보교체 여론 사라질걸 모르냐,2021-12-29,2021,12,29,19:17:00,32,0,"[('안철수', 'B-PER'), ('올라가', 'O'), ('는', 'O'), ('순간', 'O'), ('보수', 'O'), ('에', 'O'), ('재앙', 'O'), ('이', 'O'), ('야', 'O'), ('ㅅ', 'O'), ('ㅂ', 'O'), ('단일', 'O'), ('화', 'O'), ('분위기', 'O'), ('만드', 'O'), ('느라', 'O'), ('후보', 'O'), ('교체', 'O'), ('여론', 'O'), ('사라질', 'O'), ('걸', 'O'), ('모르', 'O'), ('냐', 'O')]",['안철수'],1,0.812,1,0.8701,1,0.9429,0.9429,1,0.875,1,3
677751,20,FM,20FM385329,4292280613,FM20,엠팍펌 그경궁 트위터 보면 아는사람은 다알았네,말투 진짜 역하네,엠팍펌 그경궁 트위터 보면 아는사람은 다알았네 말투 진짜 역하네,2022-01-29,2022,1,29,00:53:00,35372,244,"[('엠', 'B-POH'), ('팍', 'I-POH'), ('펌', 'I-POH'), ('그', 'O'), ('경궁', 'B-PER'), ('트위터', 'B-POH'), ('보', 'O'), ('면', 'O'), ('아', 'O'), ('는', 'O'), ('사람', 'O'), ('은', 'O'), ('다', 'O'), ('알', 'O'), ('았', 'O'), ('네', 'O'), ('말투', 'O'), ('진짜', 'O'), ('역하', 'O'), ('네', 'O')]",['경궁'],1,0.7595,1,0.7502,1,0.8003,0.8003,1,0.77,1,3
736345,20,FM,20FM481138,4248067310,FM20,김건희 녹취록 인트로 이거급이면 타격크냐,"눈치 본 적도 많고, 솔직히 말을 안 해서 그렇지","김건희 녹취록 인트로 이거급이면 타격크냐 눈치 본 적도 많고, 솔직히 말을 안 해서 그렇지",2022-01-13,2022,1,13,17:01:00,1299,2,"[('김건희', 'B-PER'), ('녹', 'O'), ('취록', 'O'), ('인트', 'O'), ('로', 'O'), ('이거', 'O'), ('급', 'O'), ('이', 'O'), ('면', 'O'), ('타격', 'O'), ('크', 'O'), ('냐', 'O'), ('눈치', 'O'), ('본', 'O'), ('적', 'O'), ('도', 'O'), ('많', 'O'), ('고', 'O'), (',', 'O'), ('솔직히', 'O'), ('말', 'O'), ('을', 'O'), ('안', 'O'), ('해서', 'O'), ('그렇', 'O'), ('지', 'O')]",['김건희'],0,0.0394999999999999,0,0.0393,0,0.0144999999999999,0.0394999999999999,0,0.0311,0,0
753554,20,FM,20FM498347,4241242635,FM20,청꿈에서 이준석 욕하는건 이해가 안되는데,왜 욕함,청꿈에서 이준석 욕하는건 이해가 안되는데 왜 욕함,2022-01-11,2022,1,11,01:26:00,38,3,"[('청', 'B-POH'), ('꿈', 'I-POH'), ('에서', 'O'), ('이준석', 'B-PER'), ('욕', 'O'), ('하', 'O'), ('는', 'O'), ('건', 'O'), ('이해', 'O'), ('가', 'O'), ('안', 'O'), ('되', 'O'), ('는데', 'O'), ('왜', 'O'), ('욕함', 'O')]",['이준석'],0,0.0381,0,0.0471,0,0.0214999999999999,0.0471,0,0.0356,0,0
660664,20,FM,20FM368242,4306700346,FM20,TV조선 황제 의전 의혹 김혜경 제 불찰 국민의힘 명백한 불법,TV조선도 9시 뉴스에서 보도할 예정,TV조선 황제 의전 의혹 김혜경 제 불찰 국민의힘 명백한 불법 TV조선도 9시 뉴스에서 보도할 예정,2022-02-02,2022,2,2,20:19:00,198,5,"[('TV', 'B-POH'), ('조선', 'I-ORG'), ('황제', 'O'), ('의전', 'O'), ('의혹', 'O'), ('김혜경', 'B-PER'), ('제', 'O'), ('불찰', 'O'), ('국민', 'O'), ('의', 'O'), ('힘', 'O'), ('명백', 'O'), ('한', 'O'), ('불법', 'O'), ('TV', 'O'), ('조선', 'I-ORG'), ('도', 'O'), ('9', 'B-TIM'), ('시', 'I-TIM'), ('뉴스', 'O'), ('에서', 'O'), ('보도', 'O'), ('할', 'O'), ('예정', 'O')]",['김혜경'],0,0.1279,0,0.0197,0,0.0228,0.1279,0,0.0568,0,0
751321,20,FM,20FM496114,4241808341,FM20,홍카의 상징적인 말과 같은 위장 평화쑈 ㅋㅋㅋ,캬,홍카의 상징적인 말과 같은 위장 평화쑈 ㅋㅋㅋ 캬,2022-01-11,2022,1,11,10:54:00,65,2,"[('홍', 'B-PER'), ('카', 'I-PER'), ('의', 'O'), ('상징', 'O'), ('적', 'O'), ('인', 'O'), ('말', 'O'), ('과', 'O'), ('같', 'O'), ('은', 'O'), ('위장', 'O'), ('평화', 'O'), ('쑈', 'O'), ('ㅋㅋㅋ', 'O'), ('캬', 'O')]",['홍카'],1,0.9299,0,0.0213999999999999,0,0.0547999999999999,0.9299,1,0.3354,0,1
907240,20,FM,20FM652033,4185117904,FM20,타임머신 거봐 내가 말한대로 되고있잖아,그리고 이준세은 지금 체크메이트 당하니 판 엎어버린거고,타임머신 거봐 내가 말한대로 되고있잖아 그리고 이준세은 지금 체크메이트 당하니 판 엎어버린거고,2021-12-22,2021,12,22,00:26:00,286,7,"[('타임', 'O'), ('머신', 'O'), ('거봐', 'O'), ('내', 'O'), ('가', 'O'), ('말', 'O'), ('한', 'O'), ('대로', 'O'), ('되', 'O'), ('고', 'O'), ('있', 'O'), ('잖아', 'O'), ('그리고', 'O'), ('이준', 'B-PER'), ('세', 'I-PER'), ('은', 'O'), ('지금', 'O'), ('체크메이트', 'O'), ('당하', 'O'), ('니', 'O'), ('판', 'O'), ('엎', 'O'), ('어', 'O'), ('버린', 'O'), ('거', 'O'), ('고', 'O')]",['이준세'],0,0.057,0,0.1006,0,0.1468,0.1468,0,0.1015,0,0
895299,20,FM,20FM640092,4190102631,FM20,후보교체 시위 몸만가도되나,아조씨라 팻말만드는거 모태 힝,후보교체 시위 몸만가도되나 아조씨라 팻말만드는거 모태 힝,2021-12-23,2021,12,23,21:41:00,5377,116,"[('후보', 'O'), ('교체', 'O'), ('시위', 'O'), ('몸', 'O'), ('만가', 'O'), ('도', 'O'), ('되', 'O'), ('나', 'O'), ('아조', 'O'), ('씨', 'O'), ('라', 'O'), ('팻말', 'O'), ('만드', 'O'), ('는', 'O'), ('거', 'O'), ('모태', 'O'), ('힝', 'O')]",[],0,0.2724,0,0.0863,1,0.725,0.725,1,0.3612,0,1
516768,20,FM,20FM224346,4368971513,FM20,조만간 간잘알 클럽에 신입회원 들어올듯 ㅋㅋ,누군지 다들 아시죠 ㅋㅋ,조만간 간잘알 클럽에 신입회원 들어올듯 ㅋㅋ 누군지 다들 아시죠 ㅋㅋ,2022-02-23,2022,2,23,18:52:00,149,0,"[('조만간', 'O'), ('간', 'O'), ('잘', 'O'), ('알', 'O'), ('클럽', 'O'), ('에', 'O'), ('신입', 'O'), ('회원', 'O'), ('들어올', 'O'), ('듯', 'O'), ('ㅋㅋ', 'O'), ('누군지', 'O'), ('다', 'O'), ('들', 'O'), ('아', 'O'), ('시', 'O'), ('죠', 'O'), ('ㅋㅋ', 'O')]",[],0,0.131199999999999,0,0.0163999999999999,0,0.0195999999999999,0.131199999999999,0,0.0557,0,0
915594,20,FM,20FM660387,4182612993,FM20,틀수장 항문열시,그대의 귀신같은 전략은 하늘의 이치를 깨달았고 신묘한 계산은 땅의 이치를 깨달았구나 경선에 이겨서 그 공이 이미 높으니 만족함을 알고 그만 돌아가는것이 어떠하리오,틀수장 항문열시 그대의 귀신같은 전략은 하늘의 이치를 깨달았고 신묘한 계산은 땅의 이치를 깨달았구나 경선에 이겨서 그 공이 이미 높으니 만족함을 알고 그만 돌아가는것이 어떠하리오,2021-12-21,2021,12,21,02:17:00,58,1,"[('틀', 'O'), ('수장', 'O'), ('항문', 'O'), ('열', 'O'), ('시', 'O'), ('그대', 'O'), ('의', 'O'), ('귀신', 'O'), ('같', 'O'), ('은', 'O'), ('전략', 'O'), ('은', 'O'), ('하늘', 'O'), ('의', 'O'), ('이치', 'O'), ('를', 'O'), ('깨달', 'O'), ('았', 'O'), ('고', 'O'), ('신묘', 'O'), ('한', 'O'), ('계산', 'O'), ('은', 'O'), ('땅', 'O'), ('의', 'O'), ('이치', 'O'), ('를', 'O'), ('깨달', 'O'), ('았', 'O'), ('구나', 'O'), ('경선', 'O'), ('에', 'O'), ('이겨서', 'O'), ('그', 'O'), ('공', 'O'), ('이', 'O'), ('이미', 'O'), ('높', 'O'), ('으니', 'O'), ('만족', 'O'), ('함', 'O'), ('을', 'O'), ('알', 'O'), ('고', 'O'), ('그만', 'O'), ('돌아가', 'O'), ('는', 'O'), ('것', 'O'), ('이', 'O'), ('어떠', 'O'), ('하', 'O'), ('리오', 'O')]",[],0,0.488199999999999,1,0.5112,1,0.7632,0.7632,1,0.5875,1,2
905274,20,FM,20FM650067,4185897092,FM20,그래도 신지예 자꾸보면 정들거 같지 않냐,타닥타닥 우리 지예 이뻐 죽겠네,그래도 신지예 자꾸보면 정들거 같지 않냐 타닥타닥 우리 지예 이뻐 죽겠네,2021-12-22,2021,12,22,11:31:00,18386,132,"[('그래도', 'O'), ('신지', 'B-PER'), ('예', 'I-PER'), ('자꾸', 'O'), ('보', 'O'), ('면', 'O'), ('정들', 'O'), ('거', 'O'), ('같', 'O'), ('지', 'O'), ('않', 'O'), ('냐', 'O'), ('타닥타닥', 'O'), ('우리', 'O'), ('지예', 'B-PER'), ('이뻐', 'O'), ('죽', 'O'), ('겠', 'O'), ('네', 'O')]","['신지예', '지예']",0,0.213999999999999,0,0.0244999999999999,0,0.052,0.213999999999999,0,0.0968,0,0
457954,20,FM,20FM165532,4391808370,FM20,신의 가호가 우크라이나를 지켜주길,무기를든 막달라 마리아 우크라이나를 지켜주는 수호신,신의 가호가 우크라이나를 지켜주길 무기를든 막달라 마리아 우크라이나를 지켜주는 수호신,2022-03-03,2022,3,3,00:26:00,144,2,"[('신', 'O'), ('의', 'O'), ('가호', 'O'), ('가', 'O'), ('우크라이나', 'B-ORG'), ('를', 'O'), ('지켜', 'O'), ('주', 'O'), ('길', 'O'), ('무기', 'O'), ('를', 'O'), ('든', 'O'), ('막달라', 'B-PER'), ('마리아', 'I-PER'), ('우크라', 'I-PER'), ('이나', 'I-PER'), ('를', 'O'), ('지켜', 'O'), ('주', 'O'), ('는', 'O'), ('수호신', 'O')]",['막달라마리아'],0,0.0524,0,0.0358,0,0.0228,0.0524,0,0.037,0,0
910329,20,FM,20FM655122,4184158743,FM20,심상정 총리면 무효표를 찍으면 안되겠는데,페미를 주류 정치권에 처음 끌고 온게 정의당 아님 난 민주당보다 정의당이 더 혐오스러운데,심상정 총리면 무효표를 찍으면 안되겠는데 페미를 주류 정치권에 처음 끌고 온게 정의당 아님 난 민주당보다 정의당이 더 혐오스러운데,2021-12-21,2021,12,21,18:36:00,182,5,"[('심상정', 'B-PER'), ('총리', 'O'), ('면', 'O'), ('무효표', 'O'), ('를', 'O'), ('찍', 'O'), ('으면', 'O'), ('안', 'O'), ('되', 'O'), ('겠', 'O'), ('는데', 'O'), ('페미', 'O'), ('를', 'O'), ('주류', 'O'), ('정치', 'O'), ('권', 'O'), ('에', 'O'), ('처음', 'O'), ('끌', 'O'), ('고', 'O'), ('온', 'O'), ('게', 'O'), ('정의당', 'B-ORG'), ('아님', 'O'), ('난', 'O'), ('민주당', 'B-ORG'), ('보다', 'O'), ('정의당', 'B-ORG'), ('이', 'O'), ('더', 'O'), ('혐오', 'O'), ('스러운데', 'O')]",['심상정'],0,0.4627,0,0.0709999999999999,0,0.0899999999999999,0.4627,0,0.2079,0,0
884314,20,FM,20FM629107,4195967591,FM20,근데 우리나라는 사과하면 안 됨ㅋㅋ,박근혜가 탄핵당한게 최순실 사과해서 그럼 사과 절대 안하는 문재인처럼 가야함,근데 우리나라는 사과하면 안 됨ㅋㅋ 박근혜가 탄핵당한게 최순실 사과해서 그럼 사과 절대 안하는 문재인처럼 가야함,2021-12-26,2021,12,26,10:44:00,201,3,"[('근데', 'O'), ('우리', 'O'), ('나라', 'O'), ('는', 'O'), ('사과', 'O'), ('하', 'O'), ('면', 'O'), ('안', 'O'), ('됨', 'O'), ('ㅋㅋ', 'O'), ('박근혜', 'B-PER'), ('가', 'O'), ('탄핵', 'O'), ('당한', 'O'), ('게', 'O'), ('최순', 'B-PER'), ('실', 'I-PER'), ('사과', 'O'), ('해서', 'O'), ('그럼', 'O'), ('사과', 'O'), ('절대', 'O'), ('안', 'O'), ('하', 'O'), ('는', 'O'), ('문재인', 'B-PER'), ('처럼', 'O'), ('가', 'O'), ('야', 'O'), ('함', 'O')]","['박근혜', '최순실', '문재인']",1,0.6633,0,0.052,0,0.0262,0.6633,1,0.2472,0,1
894649,20,FM,20FM639442,4190469109,FM20,ㅋㅋ 이제 레이드 시작이냐,첫 웨이브는 용남게이인가,ㅋㅋ 이제 레이드 시작이냐 첫 웨이브는 용남게이인가,2021-12-24,2021,12,24,00:06:00,23,2,"[('ㅋㅋ', 'O'), ('이제', 'O'), ('레이드', 'O'), ('시작', 'O'), ('이', 'O'), ('냐', 'O'), ('첫', 'O'), ('웨이브', 'O'), ('는', 'O'), ('용남', 'O'), ('게이', 'O'), ('인가', 'O')]",[],1,0.5695,0,0.0263999999999999,0,0.0289,0.5695,1,0.2083,0,1
546403,20,FM,20FM253981,4358696854,FM20,찢갤 리얼 30대 여자 지고있다 말이 안되는데,아ㅋㅋ삼대녀들은 집사야하는데 느그 민주당이 가격 씹창내서 극혐한다고요ㅋㅋ,찢갤 리얼 30대 여자 지고있다 말이 안되는데 아ㅋㅋ삼대녀들은 집사야하는데 느그 민주당이 가격 씹창내서 극혐한다고요ㅋㅋ,2022-02-20,2022,2,20,11:50:00,282,12,"[('찢', 'O'), ('갤', 'O'), ('리얼', 'O'), ('30', 'B-NOH'), ('대', 'I-NOH'), ('여자', 'O'), ('지', 'O'), ('고', 'O'), ('있', 'O'), ('다', 'O'), ('말', 'O'), ('이', 'O'), ('안', 'O'), ('되', 'O'), ('는데', 'O'), ('아', 'O'), ('ㅋㅋ', 'O'), ('삼', 'O'), ('대녀', 'O'), ('들', 'O'), ('은', 'O'), ('집사', 'O'), ('야', 'O'), ('하', 'O'), ('는데', 'O'), ('느그', 'B-ORG'), ('민주당', 'I-ORG'), ('이', 'O'), ('가격', 'O'), ('씹', 'O'), ('창', 'O'), ('내', 'O'), ('서', 'O'), ('극', 'O'), ('혐한', 'O'), ('다', 'O'), ('고요', 'O'), ('ㅋㅋ', 'O')]",[],1,0.8924,1,0.9608,1,0.9841,0.9841,1,0.9458,1,3
400209,20,FM,20FM107787,4408714534,FM20,민주당 지지율이 왜 40 겠냐,지지하는 벌레같은 놈들이 큰소리로 외쳐댈때 그냥 구경만 하던 샤이보수들 덕도 매우큼,민주당 지지율이 왜 40 겠냐 지지하는 벌레같은 놈들이 큰소리로 외쳐댈때 그냥 구경만 하던 샤이보수들 덕도 매우큼,2022-03-08,2022,3,8,12:28:00,232,0,"[('민주당', 'B-ORG'), ('지지율', 'O'), ('이', 'O'), ('왜', 'O'), ('40', 'O'), ('겠', 'O'), ('냐', 'O'), ('지지', 'O'), ('하', 'O'), ('는', 'O'), ('벌레', 'O'), ('같', 'O'), ('은', 'O'), ('놈', 'O'), ('들', 'O'), ('이', 'O'), ('큰', 'O'), ('소리', 'O'), ('로', 'O'), ('외쳐댈', 'O'), ('때', 'O'), ('그냥', 'O'), ('구경', 'O'), ('만', 'O'), ('하', 'O'), ('던', 'O'), ('샤이', 'O'), ('보수', 'O'), ('들', 'O'), ('덕', 'O'), ('도', 'O'), ('매우', 'O'), ('큼', 'O')]",[],0,0.371399999999999,1,0.5966,0,0.1573,0.5966,1,0.3751,0,1
533453,20,FM,20FM241031,4363428468,FM20,코스피 4천이 좆으로보이나 ㅋㅋ,다 담가버리면 되는줄아네 진짜 ㅋㅋㅋ,코스피 4천이 좆으로보이나 ㅋㅋ 다 담가버리면 되는줄아네 진짜 ㅋㅋㅋ,2022-02-21,2022,2,21,21:32:00,55,0,"[('코스피', 'B-POH'), ('4', 'B-NOH'), ('천', 'I-NOH'), ('이', 'O'), ('좆', 'O'), ('으로', 'O'), ('보이', 'O'), ('나', 'O'), ('ㅋㅋ', 'O'), ('다', 'O'), ('담가', 'O'), ('버리', 'O'), ('면', 'O'), ('되', 'O'), ('는', 'O'), ('줄', 'O'), ('아', 'O'), ('네', 'O'), ('진짜', 'O'), ('ㅋㅋㅋ', 'O')]",[],1,0.9137,1,0.961,0,0.304799999999999,0.961,1,0.7265,1,2
